t,o,h,l,c,v
2025-11-03T00:00:00+00:00,3990.0,3998.3,3971.3,3980.9,10713
2025-11-02T23:00:00+00:00,4001.0,4009.2,3988.1,3989.7,8175
2025-10-31T20:00:00+00:00,4012.7,4018.9,4007.6,4013.4,3091
2025-10-31T19:00:00+00:00,4011.9,4017.6,4003.4,4012.9,7079
2025-10-31T18:00:00+00:00,4009.3,4021.5,4006.4,4011.7,8032
2025-10-31T17:00:00+00:00,3992.2,4015.1,3991.5,4009.0,17005
2025-10-31T16:00:00+00:00,4024.8,4027.5,3982.3,3991.8,32305
2025-10-31T15:00:00+00:00,4032.8,4035.9,4021.4,4025.0,14749
2025-10-31T14:00:00+00:00,4028.3,4039.4,4022.5,4033.0,13725
2025-10-31T13:00:00+00:00,4035.4,4048.5,4021.9,4028.2,17234
2025-10-31T12:00:00+00:00,4022.2,4049.2,4020.8,4035.3,13656
2025-10-31T11:00:00+00:00,4018.7,4023.0,4012.8,4022.4,4433
2025-10-31T10:00:00+00:00,4020.1,4028.6,4015.0,4018.8,5683
2025-10-31T09:00:00+00:00,4021.6,4026.1,4010.0,4019.8,7033
2025-10-31T08:00:00+00:00,4032.4,4038.5,4018.1,4021.9,7073
2025-10-31T07:00:00+00:00,4024.7,4036.6,4019.2,4032.6,8094
2025-10-31T06:00:00+00:00,4016.9,4027.8,4013.7,4024.9,6095
2025-10-31T05:00:00+00:00,4018.0,4022.9,4006.2,4016.6,6008
2025-10-31T04:00:00+00:00,4009.5,4023.7,4001.9,4018.4,6275
2025-10-31T03:00:00+00:00,4023.6,4026.4,4003.6,4009.0,8337
2025-10-31T02:00:00+00:00,4031.7,4032.7,4012.8,4023.9,11441
2025-10-31T01:00:00+00:00,4037.1,4051.4,4025.4,4032.0,9355
2025-10-31T00:00:00+00:00,4048.7,4049.0,4035.5,4036.9,5058
2025-10-30T23:00:00+00:00,4051.5,4055.3,4031.3,4048.6,7073
2025-10-30T22:00:00+00:00,4038.2,4059.9,4029.3,4051.1,5184
2025-10-30T20:00:00+00:00,4035.2,4041.5,4029.3,4038.3,4692
2025-10-30T19:00:00+00:00,4028.3,4038.5,4027.2,4035.2,6983
2025-10-30T18:00:00+00:00,4017.5,4030.5,4013.3,4028.2,7484
2025-10-30T17:00:00+00:00,4014.7,4031.5,4007.7,4017.5,9118
2025-10-30T16:00:00+00:00,4015.3,4017.8,4004.6,4014.5,7717
2025-10-30T15:00:00+00:00,4009.2,4022.4,4001.6,4015.3,12984
2025-10-30T14:00:00+00:00,4007.6,4028.3,3999.6,4009.6,28028
2025-10-30T13:00:00+00:00,3972.2,4007.9,3970.9,4007.9,18399
2025-10-30T12:00:00+00:00,3985.8,3997.7,3972.0,3972.6,12761
2025-10-30T11:00:00+00:00,3996.1,3997.3,3975.3,3985.7,8817
2025-10-30T10:00:00+00:00,4010.7,4013.3,3985.1,3995.8,9656
2025-10-30T09:00:00+00:00,3988.2,4024.2,3988.1,4010.4,14207
2025-10-30T08:00:00+00:00,3973.0,3989.2,3971.4,3988.5,7633
2025-10-30T07:00:00+00:00,3989.1,3990.0,3967.0,3972.8,6315
2025-10-30T06:00:00+00:00,3975.8,3990.0,3968.4,3989.3,7429
2025-10-30T05:00:00+00:00,3985.5,3991.0,3959.0,3976.2,9539
2025-10-30T04:00:00+00:00,3949.5,3996.0,3946.7,3985.2,14017
2025-10-30T03:00:00+00:00,3934.9,3949.8,3927.6,3949.4,6483
2025-10-30T02:00:00+00:00,3960.0,3960.8,3934.2,3934.5,10576
2025-10-30T01:00:00+00:00,3961.5,3978.2,3956.5,3960.4,10835
2025-10-30T00:00:00+00:00,3964.1,3976.6,3948.2,3961.8,7980
2025-10-29T23:00:00+00:00,3952.9,3965.5,3951.0,3963.9,3698
2025-10-29T22:00:00+00:00,3942.8,3960.5,3925.1,3953.0,6527
2025-10-29T20:00:00+00:00,3958.7,3967.8,3940.5,3941.7,7651
2025-10-29T19:00:00+00:00,3983.0,3993.5,3940.4,3959.2,22995
2025-10-29T18:00:00+00:00,4008.6,4021.7,3954.7,3982.9,38711
2025-10-29T17:00:00+00:00,4007.3,4012.0,3999.2,4009.0,9471
2025-10-29T16:00:00+00:00,4007.8,4016.3,4005.9,4007.7,8760
2025-10-29T15:00:00+00:00,4021.8,4026.6,4003.4,4007.5,17402
2025-10-29T14:00:00+00:00,4026.8,4037.1,4020.6,4021.9,15000
2025-10-29T13:00:00+00:00,4038.8,4038.9,4016.8,4026.9,24386
2025-10-29T12:00:00+00:00,4031.0,4046.2,4027.0,4038.8,10003
2025-10-29T11:00:00+00:00,4037.1,4042.1,4026.6,4030.2,9068
2025-10-29T10:00:00+00:00,4037.4,4043.7,4030.1,4037.2,8462
2025-10-29T09:00:00+00:00,4029.5,4042.7,4026.0,4037.2,11110
2025-10-29T08:00:00+00:00,4014.8,4031.2,4013.4,4029.8,13994
2025-10-29T07:00:00+00:00,3992.0,4014.8,3988.7,4014.5,11835
2025-10-29T06:00:00+00:00,3976.3,3998.8,3973.2,3992.2,6418
2025-10-29T05:00:00+00:00,3965.6,3979.7,3963.9,3976.0,4437
2025-10-29T04:00:00+00:00,3977.2,3978.8,3964.5,3965.8,4233
2025-10-29T03:00:00+00:00,3974.6,3986.2,3971.7,3977.0,5396
2025-10-29T02:00:00+00:00,3987.2,3988.2,3957.2,3975.0,8301
2025-10-29T01:00:00+00:00,3988.9,3993.7,3979.6,3987.3,9093
2025-10-29T00:00:00+00:00,3978.6,3995.7,3973.4,3988.6,10966
2025-10-28T23:00:00+00:00,3949.1,3982.5,3948.7,3979.0,5268
2025-10-28T22:00:00+00:00,3967.2,3977.5,3930.0,3948.8,7647
2025-10-28T20:00:00+00:00,3975.4,3976.4,3964.6,3968.1,3921
2025-10-28T19:00:00+00:00,3971.5,3978.3,3965.1,3975.8,9884
2025-10-28T18:00:00+00:00,3976.5,3978.4,3959.1,3971.6,10537
2025-10-28T17:00:00+00:00,3973.4,3985.7,3969.1,3976.6,17920
2025-10-28T16:00:00+00:00,3978.7,3979.7,3965.6,3973.5,19326
2025-10-28T15:00:00+00:00,3964.5,3983.8,3961.8,3978.6,20622
2025-10-28T14:00:00+00:00,3953.9,3968.6,3949.5,3964.6,24751
2025-10-28T13:00:00+00:00,3927.2,3955.4,3926.5,3953.5,26258
2025-10-28T12:00:00+00:00,3937.0,3944.3,3919.2,3927.0,15058
2025-10-28T11:00:00+00:00,3941.0,3944.3,3925.6,3937.1,12775
2025-10-28T10:00:00+00:00,3918.6,3947.0,3913.5,3940.8,15922
2025-10-28T09:00:00+00:00,3911.7,3925.7,3901.3,3919.0,21018
2025-10-28T08:00:00+00:00,3947.6,3950.9,3911.1,3912.0,22147
2025-10-28T07:00:00+00:00,3958.2,3964.6,3936.9,3947.4,15722
2025-10-28T06:00:00+00:00,3980.5,3983.0,3953.4,3958.1,14336
2025-10-28T05:00:00+00:00,3988.3,3995.1,3973.0,3980.7,10037
2025-10-28T04:00:00+00:00,4007.0,4008.2,3978.0,3988.0,12655
2025-10-28T03:00:00+00:00,3998.3,4008.9,3997.3,4006.7,5402
2025-10-28T02:00:00+00:00,4024.4,4027.2,3995.1,3998.6,10525
2025-10-28T01:00:00+00:00,4021.8,4034.2,4017.0,4024.4,11258
2025-10-28T00:00:00+00:00,4012.8,4024.5,3987.2,4021.5,11073
2025-10-27T23:00:00+00:00,4004.2,4019.0,3997.2,4012.5,6043
2025-10-27T22:00:00+00:00,3999.9,4012.2,3994.1,4004.5,3350
2025-10-27T20:00:00+00:00,4005.8,4016.0,3994.2,3997.0,5764
2025-10-27T19:00:00+00:00,4014.2,4020.3,4000.8,4006.0,11424
2025-10-27T18:00:00+00:00,4021.8,4025.8,4012.1,4014.1,9823
2025-10-27T17:00:00+00:00,4014.5,4024.2,4005.5,4021.7,15644
2025-10-27T16:00:00+00:00,4004.8,4015.6,3998.6,4014.3,14796
2025-10-27T15:00:00+00:00,4002.1,4008.3,3985.9,4004.6,29660
2025-10-27T14:00:00+00:00,4035.7,4037.3,3995.2,4002.2,48363
2025-10-27T13:00:00+00:00,4060.3,4064.8,4026.9,4036.0,26070
2025-10-27T12:00:00+00:00,4037.9,4061.2,4036.0,4060.1,13749
2025-10-27T11:00:00+00:00,4051.0,4054.9,4028.0,4038.0,15691
2025-10-27T10:00:00+00:00,4053.0,4061.8,4042.3,4050.8,7823
2025-10-27T09:00:00+00:00,4055.4,4063.6,4042.7,4053.3,13233
2025-10-27T08:00:00+00:00,4081.6,4083.6,4034.2,4055.2,17379
2025-10-27T07:00:00+00:00,4091.8,4093.8,4077.4,4081.7,5366
2025-10-27T06:00:00+00:00,4093.5,4098.3,4087.0,4091.8,6095
2025-10-27T05:00:00+00:00,4081.5,4098.6,4081.2,4093.5,6507
2025-10-27T04:00:00+00:00,4082.0,4084.8,4065.8,4081.8,9823
2025-10-27T03:00:00+00:00,4084.9,4095.1,4078.3,4082.0,6604
2025-10-27T02:00:00+00:00,4094.6,4095.2,4083.0,4084.7,7333
2025-10-27T01:00:00+00:00,4094.9,4112.0,4088.8,4094.8,11163
2025-10-27T00:00:00+00:00,4078.7,4098.4,4071.8,4095.2,8213
2025-10-26T23:00:00+00:00,4097.3,4102.9,4075.4,4078.2,8959
2025-10-26T22:00:00+00:00,4103.2,4123.8,4074.2,4096.4,15645
2025-10-24T20:00:00+00:00,4119.7,4129.2,4111.0,4126.9,4551
2025-10-24T19:00:00+00:00,4126.3,4133.7,4117.5,4119.7,8101
2025-10-24T18:00:00+00:00,4123.5,4130.0,4117.6,4126.7,10865
2025-10-24T17:00:00+00:00,4146.3,4151.4,4121.2,4123.4,14815
2025-10-24T16:00:00+00:00,4146.6,4156.0,4138.1,4145.8,13004
2025-10-24T15:00:00+00:00,4133.1,4148.3,4128.7,4146.7,14466
2025-10-24T14:00:00+00:00,4121.3,4151.1,4116.5,4133.0,27872
2025-10-24T13:00:00+00:00,4096.3,4137.7,4093.2,4120.9,37923
2025-10-24T12:00:00+00:00,4075.7,4110.1,4073.4,4096.1,22768
2025-10-24T11:00:00+00:00,4068.2,4079.3,4055.7,4075.6,9638
2025-10-24T10:00:00+00:00,4074.9,4085.4,4067.0,4068.4,6730
2025-10-24T09:00:00+00:00,4078.7,4087.2,4068.1,4075.5,8441
2025-10-24T08:00:00+00:00,4088.8,4092.3,4060.9,4079.0,18538
2025-10-24T07:00:00+00:00,4107.4,4111.7,4083.1,4088.9,13095
2025-10-24T06:00:00+00:00,4118.3,4118.9,4096.1,4107.5,17090
2025-10-24T05:00:00+00:00,4124.9,4131.5,4116.4,4118.5,7363
2025-10-24T04:00:00+00:00,4136.2,4137.1,4115.5,4124.7,8705
2025-10-24T03:00:00+00:00,4123.6,4137.3,4122.1,4135.9,6058
2025-10-24T02:00:00+00:00,4133.3,4133.5,4123.3,4123.7,8492
2025-10-24T01:00:00+00:00,4147.7,4159.0,4126.0,4133.1,14015
2025-10-24T00:00:00+00:00,4137.1,4149.0,4133.4,4147.6,6486
2025-10-23T23:00:00+00:00,4132.5,4139.0,4121.2,4136.8,3609
2025-10-23T22:00:00+00:00,4144.0,4149.0,4127.3,4132.4,3788
2025-10-23T20:00:00+00:00,4134.6,4143.7,4123.5,4143.2,6046
2025-10-23T19:00:00+00:00,4152.3,4154.6,4132.5,4134.6,11275
2025-10-23T18:00:00+00:00,4153.9,4160.0,4149.2,4152.3,9350
2025-10-23T17:00:00+00:00,4149.2,4156.3,4141.0,4153.9,13118
2025-10-23T16:00:00+00:00,4158.6,4165.4,4141.9,4149.4,14892
2025-10-23T15:00:00+00:00,4164.5,4168.6,4152.7,4158.6,15203
2025-10-23T14:00:00+00:00,4161.1,4171.5,4150.6,4164.5,23135
2025-10-23T13:00:00+00:00,4142.1,4167.5,4141.1,4161.2,31150
2025-10-23T12:00:00+00:00,4123.4,4144.4,4113.7,4142.3,14697
2025-10-23T11:00:00+00:00,4122.9,4135.4,4121.5,4123.7,9085
2025-10-23T10:00:00+00:00,4139.6,4140.5,4115.5,4122.9,10813
2025-10-23T09:00:00+00:00,4131.5,4140.7,4126.4,4139.6,8325
2025-10-23T08:00:00+00:00,4109.9,4134.0,4109.8,4131.5,8696
2025-10-23T07:00:00+00:00,4127.8,4136.3,4106.4,4109.6,12995
2025-10-23T06:00:00+00:00,4124.7,4152.9,4124.6,4127.7,18675
2025-10-23T05:00:00+00:00,4104.3,4125.1,4099.0,4124.6,6715
2025-10-23T04:00:00+00:00,4106.7,4107.9,4094.4,4104.6,4754
2025-10-23T03:00:00+00:00,4098.0,4116.4,4093.1,4106.4,6135
2025-10-23T02:00:00+00:00,4088.9,4100.8,4087.2,4098.1,5258
2025-10-23T01:00:00+00:00,4097.7,4108.6,4087.2,4088.5,8150
2025-10-23T00:00:00+00:00,4104.2,4114.3,4079.6,4098.2,9315
2025-10-22T23:00:00+00:00,4119.2,4122.3,4096.4,4104.7,6481
2025-10-22T22:00:00+00:00,4114.8,4133.6,4108.8,4119.2,5411
2025-10-22T20:00:00+00:00,4120.4,4125.6,4106.4,4116.6,6791
2025-10-22T19:00:00+00:00,4094.2,4131.4,4093.8,4120.0,18811
2025-10-22T18:00:00+00:00,4086.5,4098.9,4083.0,4094.0,11392
2025-10-22T17:00:00+00:00,4074.7,4087.7,4058.8,4086.3,22085
2025-10-22T16:00:00+00:00,4053.5,4081.0,4039.4,4075.5,21894
2025-10-22T15:00:00+00:00,4030.7,4064.2,4030.5,4053.1,26972
2025-10-22T14:00:00+00:00,4090.6,4093.6,4025.1,4030.8,39294
2025-10-22T13:00:00+00:00,4048.9,4101.0,4048.8,4090.7,40578
2025-10-22T12:00:00+00:00,4042.5,4069.3,4038.0,4048.9,26984
2025-10-22T11:00:00+00:00,4049.4,4060.7,4029.1,4042.7,22021
2025-10-22T10:00:00+00:00,4083.9,4106.2,4035.0,4049.5,19388
2025-10-22T09:00:00+00:00,4083.7,4116.5,4076.3,4084.0,17215
2025-10-22T08:00:00+00:00,4146.2,4149.5,4074.0,4083.5,32277
2025-10-22T07:00:00+00:00,4169.3,4169.7,4142.4,4146.3,13077
2025-10-22T06:00:00+00:00,4148.8,4175.0,4141.0,4169.1,11908
2025-10-22T05:00:00+00:00,4142.4,4160.8,4140.2,4148.7,8489
2025-10-22T04:00:00+00:00,4142.8,4148.0,4121.9,4141.9,7735
2025-10-22T03:00:00+00:00,4129.1,4157.9,4120.4,4142.9,11313
2025-10-22T02:00:00+00:00,4100.7,4131.8,4100.6,4128.9,8974
2025-10-22T01:00:00+00:00,4088.5,4133.8,4077.2,4100.5,24126
2025-10-22T00:00:00+00:00,4106.8,4107.6,4021.2,4088.6,42049
2025-10-21T23:00:00+00:00,4136.1,4140.7,4103.4,4106.7,8697
2025-10-21T22:00:00+00:00,4137.0,4146.7,4126.6,4136.2,4850
2025-10-21T20:00:00+00:00,4124.5,4145.5,4121.0,4138.5,8556
2025-10-21T19:00:00+00:00,4128.4,4135.9,4112.4,4124.2,15630
2025-10-21T18:00:00+00:00,4124.0,4139.5,4118.8,4128.2,13094
2025-10-21T17:00:00+00:00,4125.2,4133.6,4105.0,4124.2,29160
2025-10-21T16:00:00+00:00,4150.5,4156.7,4112.0,4124.8,29861
2025-10-21T15:00:00+00:00,4152.0,4164.2,4131.3,4150.6,40545
2025-10-21T14:00:00+00:00,4185.9,4202.5,4093.0,4152.1,86072
2025-10-21T13:00:00+00:00,4223.5,4238.9,4179.1,4185.3,60711
2025-10-21T12:00:00+00:00,4266.8,4270.9,4217.2,4223.4,40113
2025-10-21T11:00:00+00:00,4268.0,4286.8,4258.9,4266.8,12629
