time,open,high,low,close,volume,hl_range,chaikin_vol,roc
2025-11-03T01:13:57+00:00,26108.5,26108.5,26107.5,26107.5,3,1.0,,
2025-11-03T01:14:00+00:00,26107.0,26107.75,26107.0,26107.75,3,0.75,,
2025-11-03T01:14:03+00:00,26107.5,26107.5,26107.0,26107.0,2,0.5,,
2025-11-03T01:14:09+00:00,26107.25,26107.25,26106.75,26106.75,2,0.5,,
2025-11-03T01:14:15+00:00,26107.0,26107.0,26107.0,26107.0,1,0.0,,
2025-11-03T01:14:18+00:00,26106.75,26107.5,26106.75,26107.5,5,0.75,,
2025-11-03T01:14:24+00:00,26108.0,26108.25,26108.0,26108.25,2,0.25,,
2025-11-03T01:14:33+00:00,26109.25,26110.0,26109.25,26110.0,3,0.75,,
2025-11-03T01:14:36+00:00,26109.0,26109.0,26109.0,26109.0,1,0.0,,
2025-11-03T01:14:39+00:00,26108.75,26109.25,26108.75,26109.25,4,0.5,,
2025-11-03T01:14:48+00:00,26109.75,26110.5,26109.75,26110.5,7,0.75,,0.011490950876185005
2025-11-03T01:14:51+00:00,26111.0,26111.5,26109.25,26109.75,14,2.25,,0.007660560561519089
2025-11-03T01:14:54+00:00,26110.0,26110.0,26109.75,26109.75,3,0.25,,0.010533573371126518
2025-11-03T01:14:57+00:00,26110.0,26110.0,26110.0,26110.0,1,0.0,,0.01244888773976079
2025-11-03T01:15:00+00:00,26111.0,26112.0,26111.0,26111.25,9,1.0,,0.016279158846286435
2025-11-03T01:15:03+00:00,26109.75,26109.75,26109.75,26109.75,1,0.0,,0.008618213157138753
2025-11-03T01:15:06+00:00,26110.25,26110.75,26110.25,26110.5,4,0.5,,0.008617965585590762
2025-11-03T01:15:09+00:00,26110.5,26110.75,26110.5,26110.75,3,0.25,,0.002872462657985446
2025-11-03T01:15:12+00:00,26111.25,26111.25,26111.25,26111.25,1,0.0,,0.008617718028266115
2025-11-03T01:15:15+00:00,26110.5,26110.5,26110.25,26110.25,2,0.25,,0.0038300602276970805
2025-11-03T01:15:18+00:00,26110.5,26111.25,26110.5,26111.25,12,0.75,,0.002872407652093985
2025-11-03T01:15:24+00:00,26111.25,26111.75,26111.25,26111.75,8,0.5,-10.781183934472262,0.007659973764589856
2025-11-03T01:15:27+00:00,26110.5,26111.5,26110.5,26111.0,7,1.0,0.09297781885270145,0.004787483602868661
2025-11-03T01:15:30+00:00,26111.5,26111.5,26111.5,26111.5,1,0.0,-47.425403386246,0.005744925315970892
2025-11-03T01:15:33+00:00,26111.75,26111.75,26111.0,26111.0,4,0.75,-32.43973671024784,-0.0009574417157355545
2025-11-03T01:15:39+00:00,26112.0,26112.5,26112.0,26112.5,2,0.5,-17.63461599462926,0.010532463926311053
2025-11-03T01:15:42+00:00,26112.5,26113.0,26112.5,26112.75,8,0.5,-26.235175945734255,0.008617222956281955
2025-11-03T01:15:48+00:00,26113.0,26114.25,26113.0,26114.25,10,1.25,14.362965474628067,0.013404440699711804
2025-11-03T01:15:51+00:00,26114.0,26114.5,26113.25,26114.5,14,1.25,36.82576523818976,0.012446742304562209
2025-11-03T01:15:54+00:00,26114.5,26114.75,26114.0,26114.5,11,0.75,51.82222821105581,0.016277132543732822
2025-11-03T01:15:57+00:00,26114.0,26114.75,26113.5,26113.5,6,1.25,107.98615117023186,0.008616975441619991
2025-11-03T01:16:00+00:00,26113.25,26113.25,26112.5,26112.5,7,0.75,119.09373858438266,0.00287227014658152
2025-11-03T01:16:03+00:00,26112.25,26112.75,26111.5,26111.5,10,1.25,103.00805587554898,0.001914901765539428
2025-11-03T01:16:06+00:00,26112.25,26112.25,26112.0,26112.0,2,0.25,72.40628668522,0.0019148650977538631
2025-11-03T01:16:09+00:00,26111.25,26111.75,26111.25,26111.5,3,0.5,32.21303823068366,0.001914901765539428
2025-11-03T01:16:12+00:00,26111.25,26111.75,26110.75,26111.75,5,1.0,72.345847398209,-0.0028721876495931067
2025-11-03T01:16:15+00:00,26111.0,26111.0,26110.75,26110.75,3,0.25,34.95927933801894,-0.0076590937377334824
2025-11-03T01:16:21+00:00,26111.5,26112.5,26111.5,26112.25,5,1.0,46.650303819476655,-0.007658653800128282
2025-11-03T01:16:27+00:00,26113.0,26113.0,26113.0,26113.0,4,0.0,20.235364103987568,-0.005743935361580731
2025-11-03T01:16:30+00:00,26113.0,26114.0,26113.0,26114.0,6,1.0,5.9520601059301566,-0.0019146451205269103
2025-11-03T01:16:33+00:00,26113.25,26113.25,26113.25,26113.25,1,0.0,-26.108206390799637,-0.000957359220326651
2025-11-03T01:16:36+00:00,26113.5,26116.5,26113.5,26114.75,60,3.0,33.11403993928666,0.00861656294877932
2025-11-03T01:16:42+00:00,26115.0,26115.25,26114.75,26115.25,3,0.5,7.969818864262339,0.014361488233153976
2025-11-03T01:16:45+00:00,26116.25,26120.0,26115.75,26119.5,86,4.25,83.78978512202973,0.028722426470588237
2025-11-03T01:16:48+00:00,26119.75,26120.5,26118.75,26119.75,18,1.75,72.75936162859477,0.03159527411293875
2025-11-03T01:16:51+00:00,26119.25,26119.25,26117.5,26117.5,6,1.75,103.34080798887474,0.02202073779045832
2025-11-03T01:16:54+00:00,26117.25,26119.0,26117.0,26119.0,13,2.0,127.76157801234915,0.03159618164932068
2025-11-03T01:17:00+00:00,26119.75,26120.25,26119.25,26119.25,20,1.0,98.01075368604866,0.02680734138191845
2025-11-03T01:17:03+00:00,26120.0,26120.75,26120.0,26120.25,4,0.75,104.78548506531473,0.02776394899092406
2025-11-03T01:17:06+00:00,26121.0,26121.5,26120.0,26120.25,32,1.5,91.35536902616327,0.023933522248602283
2025-11-03T01:17:09+00:00,26119.5,26120.5,26119.5,26120.5,6,1.0,121.31692955721401,0.027763683187653775
2025-11-03T01:17:12+00:00,26120.0,26120.25,26119.25,26120.25,9,1.0,88.79901126560293,0.02106089470509961
2025-11-03T01:17:15+00:00,26120.25,26120.5,26120.25,26120.5,2,0.25,96.98915473969858,0.02010319640822891
2025-11-03T01:17:18+00:00,26119.75,26119.75,26117.5,26117.5,7,2.25,30.41885724515543,-0.007657114416432167
2025-11-03T01:17:21+00:00,26117.25,26117.25,26117.25,26117.25,1,0.0,17.371545907379073,-0.009571301409852698
2025-11-03T01:17:27+00:00,26117.5,26119.25,26117.5,26119.25,11,1.75,-21.460567785632932,0.006700488178424428
2025-11-03T01:17:30+00:00,26119.0,26120.25,26119.0,26120.25,8,1.25,-22.9121043958411,0.004785788123588193
2025-11-03T01:17:36+00:00,26119.25,26119.25,26119.25,26119.25,1,0.0,-38.30459261062857,0.0
2025-11-03T01:17:39+00:00,26118.75,26118.75,26117.75,26118.5,17,1.0,-40.855178694501106,-0.006699782735617002
2025-11-03T01:17:42+00:00,26119.0,26119.75,26119.0,26119.5,4,0.75,-38.990598355376235,-0.0028713354581215724
2025-11-03T01:17:51+00:00,26118.0,26118.5,26117.5,26118.5,9,1.0,-31.952719152392,-0.00765682127064949
2025-11-03T01:17:57+00:00,26118.25,26118.25,26118.0,26118.0,3,0.25,-41.82606050365547,-0.008614006374364717
2025-11-03T01:18:03+00:00,26117.5,26117.5,26117.5,26117.5,1,0.0,-49.70156290212346,-0.011485231905974235
2025-11-03T01:18:06+00:00,26117.25,26117.25,26116.75,26116.75,5,0.5,-49.74393250738194,-0.0028716377907533263
2025-11-03T01:18:09+00:00,26116.25,26117.25,26116.0,26117.25,7,1.25,-31.045099372599537,0.0
2025-11-03T01:18:12+00:00,26117.5,26117.5,26117.5,26117.5,3,0.0,-52.68450289245807,-0.006700039243086995
2025-11-03T01:18:21+00:00,26117.75,26117.75,26117.5,26117.5,2,0.25,-48.42275441354717,-0.010528230013112433
2025-11-03T01:18:24+00:00,26117.5,26117.5,26117.5,26117.5,1,0.0,-62.20384649846532,-0.006700039243086995
2025-11-03T01:18:27+00:00,26118.0,26118.0,26117.75,26118.0,6,0.25,-65.56987458119214,-0.0019143518961655533
2025-11-03T01:18:36+00:00,26118.75,26118.75,26118.75,26118.75,1,0.0,-65.56987458119214,-0.0028714179061620627
2025-11-03T01:18:42+00:00,26119.5,26119.5,26119.5,26119.5,2,0.0,-71.91757638316997,0.0038287037923311067
2025-11-03T01:18:45+00:00,26120.0,26120.0,26117.75,26117.75,8,2.25,-32.60678943150771,-0.0009571942721494756
2025-11-03T01:18:48+00:00,26117.5,26118.5,26117.5,26118.0,12,1.0,-26.389575936654637,0.0019144251938355509
2025-11-03T01:19:03+00:00,26117.5,26117.5,26116.75,26116.75,9,0.75,-13.926031641052964,0.0
2025-11-03T01:19:06+00:00,26117.0,26117.0,26116.25,26116.25,7,0.75,6.260261048497913,-0.003828887038260154
2025-11-03T01:19:09+00:00,26116.75,26117.25,26116.5,26117.25,5,0.75,12.438423142938468,-0.0009572125969177754
