t,o,h,l,c,v
2025-11-03T01:47:39+00:00,4001.6,4002.2,4001.6,4002.2,7
2025-11-03T01:47:36+00:00,4001.7,4001.8,4001.7,4001.8,3
2025-11-03T01:47:33+00:00,4002.0,4002.2,4001.5,4001.5,11
2025-11-03T01:47:30+00:00,4000.3,4002.3,4000.3,4002.1,61
2025-11-03T01:47:27+00:00,4000.1,4000.2,4000.1,4000.2,3
2025-11-03T01:47:24+00:00,4000.1,4000.2,4000.0,4000.0,9
2025-11-03T01:47:21+00:00,4000.5,4000.5,3999.9,3999.9,5
2025-11-03T01:47:18+00:00,4000.0,4000.4,3999.5,4000.1,21
2025-11-03T01:47:15+00:00,4000.0,4000.3,4000.0,4000.0,7
2025-11-03T01:47:12+00:00,4000.5,4000.5,3999.7,4000.0,27
2025-11-03T01:47:09+00:00,4000.3,4000.7,4000.1,4000.2,22
2025-11-03T01:47:06+00:00,4000.8,4000.8,4000.1,4000.5,11
2025-11-03T01:47:03+00:00,4001.6,4002.0,4000.5,4000.7,29
2025-11-03T01:47:00+00:00,4001.8,4002.5,4001.5,4001.5,30
2025-11-03T01:46:57+00:00,4001.7,4001.7,4001.7,4001.7,1
2025-11-03T01:46:54+00:00,4001.9,4001.9,4001.6,4001.6,9
2025-11-03T01:46:51+00:00,4002.1,4002.5,4002.1,4002.5,5
2025-11-03T01:46:48+00:00,4002.6,4002.7,4002.5,4002.5,3
2025-11-03T01:46:45+00:00,4002.9,4002.9,4002.7,4002.7,3
2025-11-03T01:46:42+00:00,4002.3,4002.8,4002.3,4002.8,5
2025-11-03T01:46:39+00:00,4001.9,4002.3,4001.9,4002.1,12
2025-11-03T01:46:36+00:00,4001.7,4001.8,4001.7,4001.8,3
2025-11-03T01:46:33+00:00,4001.6,4001.7,4001.5,4001.6,8
2025-11-03T01:46:30+00:00,4001.6,4001.6,4001.4,4001.4,3
2025-11-03T01:46:27+00:00,4003.0,4003.2,4001.9,4001.9,17
2025-11-03T01:46:24+00:00,4003.0,4003.2,4002.8,4003.0,9
2025-11-03T01:46:21+00:00,4002.7,4003.6,4002.7,4003.2,15
2025-11-03T01:46:18+00:00,4002.1,4002.6,4002.1,4002.6,16
2025-11-03T01:46:15+00:00,4002.2,4002.2,4001.7,4002.0,16
2025-11-03T01:46:12+00:00,4002.1,4002.1,4002.1,4002.1,1
2025-11-03T01:46:09+00:00,4002.0,4002.3,4002.0,4002.3,2
2025-11-03T01:46:06+00:00,4001.9,4002.5,4001.5,4002.5,24
2025-11-03T01:46:03+00:00,4002.3,4002.3,4002.3,4002.3,1
2025-11-03T01:46:00+00:00,4002.4,4002.4,4002.1,4002.2,7
2025-11-03T01:45:57+00:00,4001.7,4002.4,4001.6,4002.4,12
2025-11-03T01:45:51+00:00,4001.5,4001.5,4001.5,4001.5,1
2025-11-03T01:45:48+00:00,4001.6,4001.6,4001.6,4001.6,1
2025-11-03T01:45:45+00:00,4001.6,4001.6,4001.5,4001.5,5
2025-11-03T01:45:42+00:00,4001.1,4001.1,4001.1,4001.1,1
2025-11-03T01:45:39+00:00,4001.3,4001.3,4001.0,4001.0,3
2025-11-03T01:45:36+00:00,4001.1,4001.3,4001.1,4001.3,6
2025-11-03T01:45:33+00:00,4001.3,4001.3,4001.3,4001.3,2
2025-11-03T01:45:30+00:00,4000.9,4000.9,4000.9,4000.9,1
2025-11-03T01:45:24+00:00,4001.0,4001.0,4000.9,4000.9,5
2025-11-03T01:45:21+00:00,4000.9,4001.2,4000.9,4001.2,3
2025-11-03T01:45:18+00:00,4001.5,4001.5,4000.7,4000.7,7
2025-11-03T01:45:12+00:00,4001.5,4001.5,4001.5,4001.5,1
2025-11-03T01:45:06+00:00,4001.8,4002.0,4001.6,4001.6,10
2025-11-03T01:44:57+00:00,4002.6,4002.6,4002.0,4002.0,6
2025-11-03T01:44:54+00:00,4002.2,4002.2,4002.2,4002.2,1
2025-11-03T01:44:51+00:00,4001.9,4002.0,4001.9,4002.0,3
