t,o,h,l,c,v
2025-10-31T00:00:00+00:00,6897.0,6918.5,6843.5,6872.25,1686099
2025-10-30T00:00:00+00:00,6906.5,6953.75,6901.0,6914.25,118609
2025-10-29T00:00:00+00:00,6929.25,6952.0,6882.25,6918.0,1463786
2025-10-28T00:00:00+00:00,6914.0,6944.75,6901.5,6927.5,1159936
2025-10-27T00:00:00+00:00,6881.0,6916.25,6865.75,6914.0,1133829
2025-10-24T00:00:00+00:00,6778.25,6841.25,6776.5,6825.25,1202501
2025-10-23T00:00:00+00:00,6733.5,6785.75,6717.5,6777.75,1316976
2025-10-22T00:00:00+00:00,6776.0,6788.75,6690.75,6737.5,1843394
2025-10-21T00:00:00+00:00,6779.5,6789.75,6759.25,6772.5,1246958
2025-10-20T00:00:00+00:00,6721.0,6783.0,6694.0,6780.25,1143494
2025-10-17T00:00:00+00:00,6659.25,6718.0,6571.25,6711.0,2005003
2025-10-16T00:00:00+00:00,6715.25,6750.5,6632.0,6659.25,2155277
2025-10-15T00:00:00+00:00,6684.25,6766.75,6651.5,6713.5,1942618
2025-10-14T00:00:00+00:00,6691.0,6722.5,6593.25,6685.0,2086948
2025-10-13T00:00:00+00:00,6632.0,6711.5,6632.0,6689.75,1721182
2025-10-10T00:00:00+00:00,6779.5,6806.5,6540.25,6552.0,2454970
2025-10-09T00:00:00+00:00,6802.75,6812.25,6760.75,6779.75,1316357
2025-10-08T00:00:00+00:00,6766.0,6807.75,6758.25,6803.25,1001171
2025-10-07T00:00:00+00:00,6789.5,6802.75,6747.25,6765.0,1371725
2025-10-06T00:00:00+00:00,6768.0,6797.75,6766.5,6790.25,1042487
2025-10-03T00:00:00+00:00,6764.75,6800.0,6754.0,6763.0,1308656
2025-10-02T00:00:00+00:00,6757.0,6782.25,6741.5,6765.0,1133541
2025-10-01T00:00:00+00:00,6725.5,6769.5,6680.0,6757.0,1250203
2025-09-30T00:00:00+00:00,6708.0,6743.5,6693.0,6724.0,1426506
2025-09-29T00:00:00+00:00,6697.0,6736.0,6696.25,6708.5,1141480
2025-09-26T00:00:00+00:00,6662.75,6703.75,6653.25,6697.75,1274692
2025-09-25T00:00:00+00:00,6697.25,6705.25,6624.25,6662.0,1634178
2025-09-24T00:00:00+00:00,6717.75,6728.75,6678.0,6697.0,1188323
2025-09-23T00:00:00+00:00,6749.5,6756.5,6701.75,6716.5,1210516
2025-09-22T00:00:00+00:00,6716.0,6756.75,6695.25,6749.75,1016686
2025-09-19T00:00:00+00:00,6700.0,6731.5,6679.5,6719.75,1218202
2025-09-18T00:00:00+00:00,6664.5,6719.75,6664.0,6698.75,1325402
2025-09-17T00:00:00+00:00,6669.5,6686.5,6611.0,6665.75,1401983
2025-09-16T00:00:00+00:00,6673.25,6696.75,6661.25,6669.75,961555
2025-09-15T00:00:00+00:00,6645.0,6681.25,6641.75,6674.25,698737
