time,open,high,low,close,volume,hl_range,chaikin_vol,roc
2025-10-02T06:00:00+00:00,3893.0,3899.3,3886.8,3889.0,6137,12.5,,
2025-10-02T07:00:00+00:00,3888.9,3899.6,3886.9,3894.0,10306,12.699999999999818,,
2025-10-02T08:00:00+00:00,3893.6,3903.6,3889.7,3899.3,6494,13.900000000000091,,
2025-10-02T09:00:00+00:00,3899.4,3905.1,3898.1,3904.3,6271,7.0,,
2025-10-02T10:00:00+00:00,3904.4,3908.6,3901.2,3906.6,5125,7.400000000000091,,
2025-10-02T11:00:00+00:00,3906.7,3911.7,3904.5,3911.2,7435,7.199999999999818,,
2025-10-02T12:00:00+00:00,3911.3,3917.5,3905.1,3910.1,15246,12.400000000000091,,
2025-10-02T13:00:00+00:00,3909.9,3923.3,3898.1,3899.7,29471,25.200000000000273,,
2025-10-02T14:00:00+00:00,3900.0,3901.5,3849.1,3863.8,64971,52.40000000000009,,
2025-10-02T15:00:00+00:00,3863.7,3869.0,3842.8,3851.8,35414,26.199999999999818,,
2025-10-02T16:00:00+00:00,3851.7,3869.2,3850.7,3868.6,17299,18.5,,-0.5245564412445382
2025-10-02T17:00:00+00:00,3868.6,3871.8,3864.7,3868.6,12198,7.100000000000364,,-0.6522855675398072
2025-10-02T18:00:00+00:00,3868.5,3876.5,3867.8,3875.2,6598,8.699999999999818,,-0.6180596517323715
2025-10-02T19:00:00+00:00,3875.2,3883.4,3874.8,3880.1,8472,8.599999999999909,,-0.6198294188458948
2025-10-02T20:00:00+00:00,3880.3,3884.5,3878.0,3880.8,3055,6.5,,-0.660420826293957
2025-10-02T22:00:00+00:00,3880.4,3882.9,3876.0,3881.2,1932,6.900000000000091,,-0.7670280220904071
2025-10-02T23:00:00+00:00,3881.2,3888.1,3880.6,3886.8,2441,7.5,,-0.5958926881665361
2025-10-03T00:00:00+00:00,3886.6,3887.2,3880.2,3880.7,4376,7.0,,-0.48721696540759546
2025-10-03T01:00:00+00:00,3880.9,3886.5,3870.9,3882.2,9148,15.599999999999909,,0.4762151250064609
2025-10-03T02:00:00+00:00,3882.3,3882.9,3871.0,3871.9,4680,11.900000000000091,,0.5218339477646791
2025-10-03T03:00:00+00:00,3871.5,3874.6,3861.1,3865.9,7713,13.5,,-0.06979268986196087
2025-10-03T04:00:00+00:00,3865.7,3871.3,3864.6,3867.2,3501,6.700000000000273,-48.67862237335921,-0.036188802150651164
2025-10-03T05:00:00+00:00,3867.1,3882.4,3867.0,3878.3,6592,15.400000000000091,-43.54653474589582,0.07999587118085166
2025-10-03T06:00:00+00:00,3878.2,3884.2,3874.2,3882.0,6245,10.0,-37.628645764495765,0.04896781010798925
2025-10-03T07:00:00+00:00,3882.2,3888.7,3880.0,3887.3,6894,8.699999999999818,-34.05240733608457,0.16749123891981035
2025-10-03T08:00:00+00:00,3887.5,3889.0,3883.4,3888.3,4280,5.599999999999909,-34.13803130453983,0.18293311347007019
2025-10-03T09:00:00+00:00,3888.2,3888.4,3880.2,3887.7,4108,8.200000000000273,-28.89983340760711,0.02315529484407832
2025-10-03T10:00:00+00:00,3887.8,3891.5,3885.3,3888.9,7881,6.199999999999818,-26.999905221230787,0.21130208467545217
2025-10-03T11:00:00+00:00,3888.9,3890.3,3877.6,3885.3,7931,12.700000000000273,-15.573090292343169,0.07985163051878738
2025-10-03T12:00:00+00:00,3885.4,3899.5,3883.7,3898.4,14992,15.800000000000182,1.26621440871635,0.6844185025439706
2025-10-03T13:00:00+00:00,3898.4,3915.6,3894.5,3907.3,33405,21.09999999999991,9.596395341762303,1.0709019891875136
2025-10-03T14:00:00+00:00,3907.4,3912.5,3890.7,3904.3,27330,21.800000000000182,23.285024551952795,0.9593504344228476
2025-10-03T15:00:00+00:00,3904.4,3916.8,3898.5,3914.4,17578,18.300000000000182,25.80071731030659,0.9308202047288737
2025-10-03T16:00:00+00:00,3914.5,3914.8,3905.4,3908.9,9789,9.400000000000091,27.40426304415444,0.692941782586298
2025-10-03T17:00:00+00:00,3908.8,3911.4,3901.7,3906.6,9579,9.700000000000273,12.13330210003763,0.49648856532811275
2025-10-03T18:00:00+00:00,3906.9,3914.8,3905.2,3911.8,7029,9.600000000000364,9.578558558968046,0.6043772342669033
2025-10-03T19:00:00+00:00,3911.9,3914.6,3909.3,3910.9,5652,5.299999999999727,2.566068263678895,0.5967538647529458
2025-10-03T20:00:00+00:00,3910.9,3912.7,3908.5,3912.1,2975,4.199999999999818,-0.24104647785928804,0.5965697240864979
2025-10-05T22:00:00+00:00,3913.5,3930.3,3909.2,3927.3,8806,21.100000000000364,24.047065733179558,1.080997606362443
2025-10-05T23:00:00+00:00,3927.6,3945.2,3925.0,3935.3,15139,20.199999999999818,49.20501395999347,0.9465421711471396
2025-10-06T00:00:00+00:00,3935.4,3935.9,3924.3,3926.1,9083,11.599999999999909,35.43807785241128,0.48115066670078377
2025-10-06T01:00:00+00:00,3926.5,3943.4,3925.5,3943.3,7689,17.90000000000009,29.554669814544965,0.998898650206183
2025-10-06T02:00:00+00:00,3943.3,3950.0,3942.7,3946.1,9589,7.300000000000182,0.8341902258143262,0.8098303699162022
2025-10-06T03:00:00+00:00,3945.8,3956.8,3944.9,3954.7,7935,11.900000000000091,-11.947363155008189,1.1716851288086092
