time,open,high,low,close,volume,hl_range,chaikin_vol,roc
2025-10-02T06:00:00+00:00,6768.5,6770.0,6764.5,6765.75,7407,5.5,,
2025-10-02T07:00:00+00:00,6765.75,6770.75,6763.75,6767.75,12868,7.0,,
2025-10-02T08:00:00+00:00,6768.0,6775.0,6767.5,6774.0,13724,7.5,,
2025-10-02T09:00:00+00:00,6774.0,6774.5,6765.5,6770.5,9735,9.0,,
2025-10-02T10:00:00+00:00,6770.25,6775.25,6770.0,6772.25,9583,5.25,,
2025-10-02T11:00:00+00:00,6772.0,6778.5,6771.75,6777.75,13740,6.75,,
2025-10-02T12:00:00+00:00,6777.5,6781.0,6776.25,6779.25,18380,4.75,,
2025-10-02T13:00:00+00:00,6779.0,6782.25,6761.75,6768.5,164918,20.5,,
2025-10-02T14:00:00+00:00,6768.25,6769.25,6749.75,6749.75,184568,19.5,,
2025-10-02T15:00:00+00:00,6749.75,6758.25,6741.5,6757.5,174740,16.75,,
2025-10-02T16:00:00+00:00,6757.5,6760.0,6749.25,6758.25,98175,10.75,,-0.1108524553818867
2025-10-02T17:00:00+00:00,6758.5,6765.0,6753.5,6762.75,84618,11.5,,-0.07387979756935466
2025-10-02T18:00:00+00:00,6763.0,6771.5,6762.5,6768.0,87297,9.0,,-0.08857395925597875
2025-10-02T19:00:00+00:00,6767.75,6770.5,6762.5,6766.75,177224,8.0,,-0.05538734214607489
2025-10-02T20:00:00+00:00,6766.75,6769.0,6763.75,6765.0,35238,5.25,,-0.10705452397652183
2025-10-02T22:00:00+00:00,6764.75,6766.25,6758.75,6765.5,4427,7.5,,-0.18073844564936742
2025-10-02T23:00:00+00:00,6765.25,6769.5,6763.75,6769.25,3142,5.75,,-0.14750894272965298
2025-10-03T00:00:00+00:00,6769.25,6775.25,6767.0,6773.25,6017,8.25,,0.07017803058284701
2025-10-03T01:00:00+00:00,6773.0,6777.75,6771.5,6777.75,5134,6.25,,0.4148301788955146
2025-10-03T02:00:00+00:00,6777.75,6777.75,6773.75,6776.5,3778,4.0,,0.28116907140214575
2025-10-03T03:00:00+00:00,6776.75,6780.75,6776.25,6780.0,3580,4.5,,0.3218288758184441
2025-10-03T04:00:00+00:00,6779.75,6781.5,6779.25,6781.25,2645,2.25,-49.10289718435524,0.27355735462644637
2025-10-03T05:00:00+00:00,6781.25,6784.25,6780.25,6780.5,4347,4.0,-51.407550058980554,0.18469267139479906
2025-10-03T06:00:00+00:00,6780.25,6784.75,6776.75,6783.0,6523,8.0,-47.62351424593827,0.2401448258026379
2025-10-03T07:00:00+00:00,6783.25,6785.75,6782.0,6784.25,9365,3.75,-49.199794456296324,0.2845528455284553
